 2074309 | 16Bm07 Jan 27 03:03:44 17 | 17AP30 Nr0051_1  | 10:44:00.0  30:00:00 2000 | 300 | r | 1.02 | 0.50 0.53   687 |     OG1 |   OB151 |P 1 V Q R|
 2229237 | 17Bm04 Nov 22 04:49:19 17 | 17BP99 Nr1942_1  |  8:25:36.0  42:44:24 2000 | 121 | r | 1.08 | 0.61 0.63   339 |   OG322 |  OB5824 |P 1 V Q R|
 2229238 | 17Bm04 Nov 22 04:52:01 17 | 17BP99 Nr1943_1  |  8:30:52.8  42:44:24 2000 | 120 | r | 1.08 | 0.64 0.65   336 |   OG322 |  OB5827 |P 1 V Q R|
 2229239 | 17Bm04 Nov 22 04:54:41 17 | 17BP99 Nr1944_1  |  8:36:09.6  42:44:24 2000 | 118 | r | 1.08 | 0.65 0.66   331 |   OG322 |  OB5830 |P 1 V Q R|
 2229240 | 17Bm04 Nov 22 04:57:24 17 | 17BP99 Nr1945_1  |  8:41:26.4  42:44:24 2000 | 121 | r | 1.08 | 0.63 0.65   340 |   OG322 |  OB5833 |P 1 V Q R|
 2229241 | 17Bm04 Nov 22 05:00:14 17 | 17BP99 Nr2076_1  |  8:05:45.6  43:43:12 2000 | 122 | r | 1.10 | 0.67 0.69   351 |   OG337 |  OB6226 |P 1 V Q R|
 2229242 | 17Bm04 Nov 22 05:02:57 17 | 17BP99 Nr2077_1  |  8:11:07.2  43:43:12 2000 | 121 | r | 1.10 | 0.67 0.68   351 |   OG337 |  OB6229 |P 1 V Q R|
 2229243 | 17Bm04 Nov 22 05:05:44 17 | 17BP99 Nr2078_1  |  8:16:28.8  43:43:12 2000 | 126 | r | 1.10 | 0.62 0.63   367 |   OG337 |  OB6232 |P 1 V Q R|
 2229244 | 17Bm04 Nov 22 05:08:56 17 | 17BP99 Nr2079_1  |  8:21:50.4  43:43:12 2000 | 126 | r | 1.10 | 0.62 0.63   369 |   OG337 |  OB6235 |P 1 V Q R|
 2229245 | 17Bm04 Nov 22 05:11:41 17 | 17BP99 Nr2080_1  |  8:27:12.0  43:43:12 2000 | 123 | r | 1.10 | 0.65 0.66   358 |   OG337 |  OB6238 |P 1 V Q R|
 2229246 | 17Bm04 Nov 22 05:14:26 17 | 17BP99 Nr2081_1  |  8:32:33.6  43:43:12 2000 | 123 | r | 1.10 | 0.63 0.64   353 |   OG337 |  OB6241 |P 1 V Q R|
 2229247 | 17Bm04 Nov 22 05:17:20 17 | 17BP99 Nr2082_1  |  8:37:55.2  43:43:12 2000 | 125 | r | 1.10 | 0.65 0.66   348 |   OG337 |  OB6244 |P 1 V Q R|
 2229463 | 17Bm04 Nov 23 01:38:53 17 | 17BP99 Nr1650_2  |  7:37:02.4  41:06:46 2000 |  30 | r | 1.22 | 0.65 0.66    85 |   OG290 |  OB4949 |P 1 O Q R|
 2229464 | 17Bm04 Nov 23 01:40:04 17 | 17BP99 Nr1650_2  |  7:37:02.4  41:06:46 2000 |  30 | r | 1.22 | 0.68 0.69    85 |   OG290 |  OB4949 |P 1 O Q R|
 2229465 | 17Bm04 Nov 23 01:45:46 17 | 17BP99 Nr1650_2  |  7:37:02.4  41:06:46 2000 | 300 | r | 1.22 | 0.68 0.70   878 |   OG290 |  OB4949 |P 1 V Q R|
 2229466 | 17Bm04 Nov 23 01:48:43 17 | 17BP99 Nr1651_2  |  7:42:09.6  41:06:46 2000 | 135 | r | 1.21 | 0.73 0.75   390 |   OG290 |  OB4952 |P 1 V Q R|
 2229467 | 17Bm04 Nov 23 01:52:03 17 | 17BP99 Nr1652_2  |  7:47:16.8  41:06:46 2000 | 159 | r | 1.22 | 0.74 0.76   467 |   OG290 |  OB4955 |P 1 V Q R|
 2229468 | 17Bm04 Nov 23 01:55:23 17 | 17BP99 Nr1653_2  |  7:52:24.0  41:06:46 2000 | 158 | r | 1.22 | 0.90 0.92   460 |   OG290 |  OB4958 |P 1 V Q R|
 2229469 | 17Bm04 Nov 23 01:58:42 17 | 17BP99 Nr1654_2  |  7:57:31.2  41:06:46 2000 | 158 | r | 1.23 | 0.85 0.88   463 |   OG290 |  OB4961 |P 1 V Q R|
 2229470 | 17Bm04 Nov 23 02:02:23 17 | 17BP99 Nr1655_2  |  8:02:38.4  41:06:46 2000 | 172 | r | 1.23 | 0.78 0.80   507 |   OG290 |  OB4964 |P 1 V Q R|
 2229471 | 17Bm04 Nov 23 02:05:45 17 | 17BP99 Nr1656_2  |  8:07:45.6  41:06:46 2000 | 160 | r | 1.24 | 0.76 0.78   458 |   OG290 |  OB4967 |P 1 V Q R|
 2229472 | 17Bm04 Nov 23 02:09:15 17 | 17BP99 Nr1791_2  |  7:33:52.8  42:05:34 2000 | 168 | r | 1.16 | 0.71 0.73   461 |   OG305 |  OB5372 |P 1 V Q R|
 2229473 | 17Bm04 Nov 23 02:12:36 17 | 17BP99 Nr1792_2  |  7:39:04.8  42:05:34 2000 | 159 | r | 1.17 | 0.67 0.68   443 |   OG305 |  OB5375 |P 1 V Q R|
 2229474 | 17Bm04 Nov 23 02:15:37 17 | 17BP99 Nr1793_2  |  7:44:16.8  42:05:34 2000 | 140 | r | 1.17 | 0.68 0.69   373 |   OG305 |  OB5378 |P 1 V Q R|
 2229475 | 17Bm04 Nov 23 02:18:32 17 | 17BP99 Nr1794_2  |  7:49:28.8  42:05:34 2000 | 133 | r | 1.17 | 0.87 0.89   358 |   OG305 |  OB5381 |P 1 V Q R|
 2229476 | 17Bm04 Nov 23 02:21:21 17 | 17BP99 Nr1795_2  |  7:54:40.8  42:05:34 2000 | 127 | r | 1.18 | 0.69 0.71   335 |   OG305 |  OB5384 |P 1 V Q R|
 2229477 | 17Bm04 Nov 23 02:24:18 17 | 17BP99 Nr1796_2  |  7:59:52.8  42:05:34 2000 | 136 | r | 1.18 | 0.77 0.78   364 |   OG305 |  OB5387 |P 1 V Q R|
 2229478 | 17Bm04 Nov 23 02:27:02 17 | 17BP99 Nr1797_2  |  8:05:04.8  42:05:34 2000 | 122 | r | 1.19 | 0.75 0.76   338 |   OG305 |  OB5390 |P 1 V Q R|
 2229479 | 17Bm04 Nov 23 02:30:00 17 | 17BP99 Nr1932_2  |  7:34:43.2  43:04:22 2000 | 134 | r | 1.14 | 0.74 0.74   369 |   OG320 |  OB5795 |P 1 V Q R|
 2229480 | 17Bm04 Nov 23 02:32:49 17 | 17BP99 Nr1933_2  |  7:40:00.0  43:04:22 2000 | 127 | r | 1.14 | 0.69 0.71   352 |   OG320 |  OB5798 |P 1 V Q R|
 2229481 | 17Bm04 Nov 23 02:35:38 17 | 17BP99 Nr1934_2  |  7:45:16.8  43:04:22 2000 | 127 | r | 1.15 | 0.67 0.68   349 |   OG320 |  OB5801 |P 1 V Q R|
 2229482 | 17Bm04 Nov 23 02:38:22 17 | 17BP99 Nr1935_2  |  7:50:33.6  43:04:22 2000 | 122 | r | 1.15 | 0.74 0.76   332 |   OG320 |  OB5804 |P 1 V Q R|
 2229483 | 17Bm04 Nov 23 02:41:12 17 | 17BP99 Nr1936_2  |  7:55:50.4  43:04:22 2000 | 122 | r | 1.15 | 0.68 0.70   336 |   OG320 |  OB5807 |P 1 V Q R|
 2229484 | 17Bm04 Nov 23 02:44:58 17 | 17BP99 Nr1937_2  |  8:01:07.2  43:04:22 2000 | 145 | r | 1.16 | 0.60 0.61   405 |   OG320 |  OB5810 |P 1 V Q R|
 2229485 | 17Bm04 Nov 23 02:47:52 17 | 17BP99 Nr1938_2  |  8:06:24.0  43:04:22 2000 | 132 | r | 1.16 | 0.67 0.68   373 |   OG320 |  OB5813 |P 1 V Q R|
 2229486 | 17Bm04 Nov 23 02:50:48 17 | 17BP99 Nr2069_2  |  7:30:09.6  44:03:10 2000 | 114 | r | 1.12 | 0.73 0.74   325 |   OG335 |  OB6206 |P 1 V Q R|
 2229487 | 17Bm04 Nov 23 02:54:00 17 | 17BP99 Nr2070_2  |  7:35:31.2  44:03:10 2000 | 120 | r | 1.12 | 0.80 0.81   342 |   OG335 |  OB6209 |P 1 V Q R|
 2229488 | 17Bm04 Nov 23 02:57:19 17 | 17BP99 Nr2071_2  |  7:40:52.8  44:03:10 2000 | 138 | r | 1.12 | 0.74 0.76   396 |   OG335 |  OB6212 |P 1 V Q R|
 2229489 | 17Bm04 Nov 23 03:00:37 17 | 17BP99 Nr2072_2  |  7:46:14.4  44:03:10 2000 | 156 | r | 1.12 | 0.73 0.75   456 |   OG335 |  OB6215 |P 1 V Q R|
 2229490 | 17Bm04 Nov 23 03:03:33 17 | 17BP99 Nr2073_2  |  7:51:36.0  44:03:10 2000 | 134 | r | 1.13 | 0.73 0.74   393 |   OG335 |  OB6218 |P 1 V Q R|
 2229491 | 17Bm04 Nov 23 03:06:25 17 | 17BP99 Nr2074_2  |  7:56:57.6  44:03:10 2000 | 131 | r | 1.13 | 0.72 0.73   388 |   OG335 |  OB6221 |P 1 V Q R|
 2229492 | 17Bm04 Nov 23 03:09:23 17 | 17BP99 Nr2075_2  |  8:02:19.2  44:03:10 2000 | 136 | r | 1.13 | 0.77 0.78   400 |   OG335 |  OB6224 |P 1 V Q R|
 2229493 | 17Bm04 Nov 23 03:11:47 17 | 17BP99 Nr1507_3  |  7:32:33.6  39:28:01 2000 | 100 | r | 1.07 | 0.84 0.86   305 |   OG276 |  OB4521 |P 1 V Q R|
 2229494 | 17Bm04 Nov 23 03:14:08 17 | 17BP99 Nr1508_3  |  7:37:36.0  39:28:01 2000 | 100 | r | 1.07 | 0.65 0.67   305 |   OG276 |  OB4524 |P 1 V Q R|
 2229495 | 17Bm04 Nov 23 03:16:30 17 | 17BP99 Nr1509_3  |  7:42:38.4  39:28:01 2000 | 100 | r | 1.07 | 0.71 0.73   307 |   OG276 |  OB4527 |P 1 V Q R|
 2229496 | 17Bm04 Nov 23 03:18:51 17 | 17BP99 Nr1510_3  |  7:47:40.8  39:28:01 2000 | 100 | r | 1.08 | 0.76 0.78   311 |   OG276 |  OB4530 |P 1 V Q R|
 2229497 | 17Bm04 Nov 23 03:22:14 17 | 17BP99 Nr1511_3  |  7:52:43.2  39:28:01 2000 | 161 | r | 1.08 | 0.70 0.72   491 |   OG276 |  OB4533 |P 1 V Q R|
 2229498 | 17Bm04 Nov 23 03:25:44 17 | 17BP99 Nr1512_3  |  7:57:45.6  39:28:01 2000 | 168 | r | 1.08 | 0.67 0.69   511 |   OG276 |  OB4536 |P 1 V Q R|
 2229499 | 17Bm04 Nov 23 03:28:37 17 | 17BP99 Nr1513_3  |  8:02:48.0  39:28:01 2000 | 132 | r | 1.08 | 0.64 0.66   394 |   OG276 |  OB4539 |P 1 V Q R|
 2229500 | 17Bm04 Nov 23 03:31:58 17 | 17BP99 Nr1514_2  |  8:11:31.2  40:07:58 2000 | 159 | r | 1.09 | 0.65 0.67   470 |   OG278 |  OB4541 |P 1 V Q R|
 2229501 | 17Bm04 Nov 23 03:34:52 17 | 17BP99 Nr1515_2  |  8:16:33.6  40:07:58 2000 | 132 | r | 1.09 | 0.63 0.65   389 |   OG278 |  OB4544 |P 1 V Q R|
 2229502 | 17Bm04 Nov 23 03:37:44 17 | 17BP99 Nr1516_2  |  8:21:36.0  40:07:58 2000 | 131 | r | 1.09 | 0.63 0.64   389 |   OG278 |  OB4547 |P 1 V Q R|
 2229503 | 17Bm04 Nov 23 03:41:16 17 | 17BP99 Nr1517_2  |  8:26:38.4  40:07:58 2000 | 146 | r | 1.09 | 0.64 0.66   425 |   OG278 |  OB4550 |P 1 V Q R|
 2229504 | 17Bm04 Nov 23 03:44:05 17 | 17BP99 Nr1518_2  |  8:31:40.8  40:07:58 2000 | 128 | r | 1.10 | 0.64 0.65   367 |   OG278 |  OB4553 |P 1 V Q R|
 2229505 | 17Bm04 Nov 23 03:46:52 17 | 17BP99 Nr1519_2  |  8:36:43.2  40:07:58 2000 | 125 | r | 1.10 | 0.71 0.72   355 |   OG278 |  OB4556 |P 1 V Q R|
 2229506 | 17Bm04 Nov 23 03:49:36 17 | 17BP99 Nr1520_2  |  8:41:45.6  40:07:58 2000 | 122 | r | 1.10 | 0.60 0.62   343 |   OG278 |  OB4559 |P 1 V Q R|
 2229507 | 17Bm04 Nov 23 03:52:26 17 | 17BP99 Nr1657_2  |  8:12:52.8  41:06:46 2000 | 126 | r | 1.08 | 0.57 0.58   354 |   OG293 |  OB4970 |P 1 V Q R|
 2229508 | 17Bm04 Nov 23 03:55:15 17 | 17BP99 Nr1658_2  |  8:18:00.0  41:06:46 2000 | 127 | r | 1.08 | 0.65 0.66   352 |   OG293 |  OB4973 |P 1 V Q R|
 2229509 | 17Bm04 Nov 23 03:58:16 17 | 17BP99 Nr1659_2  |  8:23:07.2  41:06:46 2000 | 139 | r | 1.08 | 0.58 0.60   387 |   OG293 |  OB4976 |P 1 V Q R|
 2229510 | 17Bm04 Nov 23 04:00:54 17 | 17BP99 Nr1660_2  |  8:28:14.4  41:06:46 2000 | 117 | r | 1.09 | 0.58 0.60   323 |   OG293 |  OB4979 |P 1 V Q R|
 2229511 | 17Bm04 Nov 23 04:03:33 17 | 17BP99 Nr1661_2  |  8:33:21.6  41:06:46 2000 | 117 | r | 1.09 | 0.64 0.66   326 |   OG293 |  OB4982 |P 1 V Q R|
 2229512 | 17Bm04 Nov 23 04:06:17 17 | 17BP99 Nr1662_2  |  8:38:28.8  41:06:46 2000 | 122 | r | 1.09 | 0.64 0.65   343 |   OG293 |  OB4985 |P 1 V Q R|
 2229513 | 17Bm04 Nov 23 04:09:18 17 | 17BP99 Nr1663_2  |  8:43:36.0  41:06:46 2000 | 139 | r | 1.09 | 0.60 0.62   396 |   OG293 |  OB4988 |P 1 V Q R|
 2229514 | 17Bm04 Nov 23 04:12:43 17 | 17BP99 Nr1798_2  |  8:10:16.8  42:05:34 2000 | 145 | r | 1.08 | 0.64 0.66   422 |   OG308 |  OB5393 |P 1 V Q R|
 2229515 | 17Bm04 Nov 23 04:15:29 17 | 17BP99 Nr1799_2  |  8:15:28.8  42:05:34 2000 | 124 | r | 1.08 | 0.56 0.57   358 |   OG308 |  OB5396 |P 1 V Q R|
 2229516 | 17Bm04 Nov 23 04:18:22 17 | 17BP99 Nr1800_2  |  8:20:40.8  42:05:34 2000 | 131 | r | 1.08 | 0.60 0.61   378 |   OG308 |  OB5399 |P 1 V Q R|
 2229517 | 17Bm04 Nov 23 04:21:01 17 | 17BP99 Nr1801_2  |  8:25:52.8  42:05:34 2000 | 118 | r | 1.08 | 0.63 0.64   345 |   OG308 |  OB5402 |P 1 V Q R|
 2229518 | 17Bm04 Nov 23 04:23:44 17 | 17BP99 Nr1802_2  |  8:31:04.8  42:05:34 2000 | 121 | r | 1.08 | 0.60 0.63   357 |   OG308 |  OB5405 |P 1 V Q R|
 2229519 | 17Bm04 Nov 23 04:27:01 17 | 17BP99 Nr1803_2  |  8:36:16.8  42:05:34 2000 | 155 | r | 1.08 | 0.61 0.62   463 |   OG308 |  OB5408 |P 1 V Q R|
 2229520 | 17Bm04 Nov 23 04:29:47 17 | 17BP99 Nr1804_2  |  8:41:28.8  42:05:34 2000 | 124 | r | 1.08 | 0.59 0.61   373 |   OG308 |  OB5411 |P 1 V Q R|
 2229521 | 17Bm04 Nov 23 04:32:40 17 | 17BP99 Nr1939_2  |  8:11:40.8  43:04:22 2000 | 126 | r | 1.09 | 0.61 0.62   383 |   OG323 |  OB5816 |P 1 V Q R|
 2229522 | 17Bm04 Nov 23 04:35:40 17 | 17BP99 Nr1940_2  |  8:16:57.6  43:04:22 2000 | 138 | r | 1.09 | 0.56 0.58   419 |   OG323 |  OB5819 |P 1 V Q R|
 2229523 | 17Bm04 Nov 23 04:38:33 17 | 17BP99 Nr1941_2  |  8:22:14.4  43:04:22 2000 | 131 | r | 1.09 | 0.58 0.60   404 |   OG323 |  OB5822 |P 1 V Q R|
 2229524 | 17Bm04 Nov 23 04:41:17 17 | 17BP99 Nr1942_2  |  8:27:31.2  43:04:22 2000 | 123 | r | 1.09 | 0.59 0.61   373 |   OG323 |  OB5825 |P 1 V Q R|
 2229525 | 17Bm04 Nov 23 04:44:17 17 | 17BP99 Nr1943_2  |  8:32:48.0  43:04:22 2000 | 136 | r | 1.09 | 0.65 0.68   413 |   OG323 |  OB5828 |P 1 V Q R|
 2229526 | 17Bm04 Nov 23 04:47:15 17 | 17BP99 Nr1944_2  |  8:38:04.8  43:04:22 2000 | 132 | r | 1.09 | 0.67 0.69   408 |   OG323 |  OB5831 |P 1 V Q R|
 2229527 | 17Bm04 Nov 23 04:50:09 17 | 17BP99 Nr1945_2  |  8:43:21.6  43:04:22 2000 | 130 | r | 1.09 | 0.72 0.74   401 |   OG323 |  OB5834 |P 1 V Q R|
 2229528 | 17Bm04 Nov 23 04:53:23 17 | 17BP99 Nr2076_2  |  8:07:40.8  44:03:10 2000 | 140 | r | 1.10 | 0.75 0.77   445 |   OG338 |  OB6227 |P 1 V Q R|
 2229529 | 17Bm04 Nov 23 04:56:41 17 | 17BP99 Nr2077_2  |  8:13:02.4  44:03:10 2000 | 153 | r | 1.10 | 0.73 0.75   491 |   OG338 |  OB6230 |P 1 V Q R|
 2229530 | 17Bm04 Nov 23 04:59:50 17 | 17BP99 Nr2078_2  |  8:18:24.0  44:03:10 2000 | 146 | r | 1.10 | 0.77 0.80   478 |   OG338 |  OB6233 |P 1 V Q R|
 2229531 | 17Bm04 Nov 23 05:02:55 17 | 17BP99 Nr2079_2  |  8:23:45.6  44:03:10 2000 | 144 | r | 1.10 | 0.77 0.79   475 |   OG338 |  OB6236 |P 1 V Q R|
 2229532 | 17Bm04 Nov 23 05:06:13 17 | 17BP99 Nr2080_2  |  8:29:07.2  44:03:10 2000 | 156 | r | 1.10 | 0.76 0.78   521 |   OG338 |  OB6239 |P 1 V Q R|
 2229533 | 17Bm04 Nov 23 05:09:26 17 | 17BP99 Nr2081_2  |  8:34:28.8  44:03:10 2000 | 152 | r | 1.10 | 0.77 0.80   515 |   OG338 |  OB6242 |P 1 V Q R|
 2229534 | 17Bm04 Nov 23 05:12:38 17 | 17BP99 Nr2082_2  |  8:39:50.4  44:03:10 2000 | 150 | r | 1.10 | 0.82 0.84   521 |   OG338 |  OB6245 |P 1 V Q R|
 2229599 | 17Bm04 Nov 23 19:03:47 17 | 17BP99 Sr0347_1  | 23:35:48.0  35:52:48 2000 |  30 | r | 1.05 | 0.68 0.69   121 |   OG106 | OB21038 |P 1 O Q R|
 2229600 | 17Bm04 Nov 23 19:04:59 17 | 17BP99 Sr0347_1  | 23:35:48.0  35:52:48 2000 |  30 | r | 1.05 | 0.66 0.68   121 |   OG106 | OB21038 |P 1 O Q R|
 2229601 | 17Bm04 Nov 23 19:09:45 17 | 17BP99 Sr0347_1  | 23:35:48.0  35:52:48 2000 | 240 | r | 1.05 | 0.69 0.70   951 |   OG106 | OB21038 |P 1 V Q R|
 2229602 | 17Bm04 Nov 23 19:13:16 17 | 17BP99 Sr0348_1  | 23:40:33.6  35:52:48 2000 | 169 | r | 1.05 | 0.61 0.62   662 |   OG106 | OB21041 |P 1 V Q R|
 2229603 | 17Bm04 Nov 23 19:16:45 17 | 17BP99 Sr0349_1  | 23:45:19.2  35:52:48 2000 | 167 | r | 1.05 | 0.58 0.59   657 |   OG106 | OB21044 |P 1 V Q R|
 2229604 | 17Bm04 Nov 23 19:20:08 17 | 17BP99 Sr0350_1  | 23:50:04.8  35:52:48 2000 | 161 | r | 1.05 | 0.57 0.58   635 |   OG106 | OB21047 |P 1 V Q R|
 2229605 | 17Bm04 Nov 23 19:23:28 17 | 17BP99 Sr0351_1  | 23:54:50.4  35:52:48 2000 | 158 | r | 1.06 | 0.63 0.64   623 |   OG106 | OB21050 |P 1 V Q R|
 2229606 | 17Bm04 Nov 23 19:26:51 17 | 17BP99 Sr0352_1  | 23:59:36.0  35:52:48 2000 | 158 | r | 1.06 | 0.65 0.66   628 |   OG106 | OB21053 |P 1 V Q R|
 2229607 | 17Bm04 Nov 23 19:30:16 17 | 17BP99 Sr0353_1  |  0:04:21.6  35:52:48 2000 | 163 | r | 1.06 | 0.66 0.68   638 |   OG106 | OB21056 |P 1 V Q R|
 2229608 | 17Bm04 Nov 23 19:33:45 17 | 17BP99 Sr0354_1  |  0:09:07.2  35:52:48 2000 | 167 | r | 1.06 | 0.71 0.72   643 |   OG109 | OB21059 |P 1 V Q R|
 2229609 | 17Bm04 Nov 23 19:37:15 17 | 17BP99 Sr0355_1  |  0:13:52.8  35:52:48 2000 | 164 | r | 1.06 | 0.73 0.74   640 |   OG109 | OB21062 |P 1 V Q R|
 2229610 | 17Bm04 Nov 23 19:40:44 17 | 17BP99 Sr0356_1  |  0:18:38.4  35:52:48 2000 | 167 | r | 1.06 | 0.72 0.73   668 |   OG109 | OB21065 |P 1 V Q R|
 2229611 | 17Bm04 Nov 23 19:44:17 17 | 17BP99 Sr0357_1  |  0:23:24.0  35:52:48 2000 | 172 | r | 1.06 | 0.67 0.69   698 |   OG109 | OB21068 |P 1 V Q R|
 2229612 | 17Bm04 Nov 23 19:47:55 17 | 17BP99 Sr0358_1  |  0:28:09.6  35:52:48 2000 | 177 | r | 1.06 | 0.67 0.68   697 |   OG109 | OB21071 |P 1 V Q R|
 2229613 | 17Bm04 Nov 23 19:51:28 17 | 17BP99 Sr0359_1  |  0:32:55.2  35:52:48 2000 | 171 | r | 1.06 | 0.66 0.67   670 |   OG109 | OB21074 |P 1 V Q R|
 2229614 | 17Bm04 Nov 23 19:54:56 17 | 17BP99 Sr0360_1  |  0:37:40.8  35:52:48 2000 | 167 | r | 1.06 | 0.68 0.70   659 |   OG109 | OB21077 |P 1 V Q R|
 2229615 | 17Bm04 Nov 23 19:58:22 17 | 17BP99 Sr0361_1  |  0:42:26.4  35:52:48 2000 | 164 | r | 1.07 | 0.67 0.68   616 |   OG112 | OB21080 |P 1 V Q R|
 2229616 | 17Bm04 Nov 23 20:01:52 17 | 17BP99 Sr0362_1  |  0:47:12.0  35:52:48 2000 | 168 | r | 1.07 | 0.70 0.71   620 |   OG112 | OB21083 |P 1 V Q R|
 2229617 | 17Bm04 Nov 23 20:05:12 17 | 17BP99 Sr0363_1  |  0:51:57.6  35:52:48 2000 | 159 | r | 1.07 | 0.73 0.75   581 |   OG112 | OB21086 |P 1 V Q R|
 2229618 | 17Bm04 Nov 23 20:08:33 17 | 17BP99 Sr0364_1  |  0:56:43.2  35:52:48 2000 | 159 | r | 1.07 | 0.76 0.77   593 |   OG112 | OB21089 |P 1 V Q R|
 2229619 | 17Bm04 Nov 23 20:11:57 17 | 17BP99 Sr0365_1  |  1:01:28.8  35:52:48 2000 | 163 | r | 1.07 | 0.78 0.78   614 |   OG112 | OB21092 |P 1 V Q R|
 2229620 | 17Bm04 Nov 23 20:15:27 17 | 17BP99 Sr0366_1  |  1:06:14.4  35:52:48 2000 | 168 | r | 1.07 | 0.76 0.77   637 |   OG112 | OB21095 |P 1 V Q R|
 2229621 | 17Bm04 Nov 23 20:19:02 17 | 17BP99 Sr0367_1  |  1:11:00.0  35:52:48 2000 | 173 | r | 1.07 | 0.73 0.74   689 |   OG112 | OB21098 |P 1 V Q R|
 2229622 | 17Bm04 Nov 23 20:22:35 17 | 17BP99 Sr0368_1  |  1:15:45.6  35:52:48 2000 | 172 | r | 1.08 | 0.66 0.67   653 |   OG121 | OB21101 |P 1 V Q R|
 2229623 | 17Bm04 Nov 23 20:26:07 17 | 17BP99 Sr0369_1  |  1:20:31.2  35:52:48 2000 | 170 | r | 1.08 | 0.66 0.66   661 |   OG121 | OB21104 |P 1 V Q R|
 2229624 | 17Bm04 Nov 23 20:29:28 17 | 17BP99 Sr0370_1  |  1:25:16.8  35:52:48 2000 | 160 | r | 1.08 | 0.60 0.61   645 |   OG121 | OB21107 |P 1 V Q R|
 2229625 | 17Bm04 Nov 23 20:33:08 17 | 17BP99 Sr0371_1  |  1:30:02.4  35:52:48 2000 | 164 | r | 1.08 | 0.62 0.63   666 |   OG121 | OB21110 |P 1 V Q R|
 2229626 | 17Bm04 Nov 23 20:36:34 17 | 17BP99 Sr0372_1  |  1:34:48.0  35:52:48 2000 | 165 | r | 1.08 | 0.66 0.67   680 |   OG121 | OB21113 |P 1 V Q R|
 2229636 | 17Bm04 Nov 23 20:59:19 17 | 17BP99 Sr0322_2  |  0:30:16.8  35:13:58 2000 |  30 | r | 1.04 | 0.65 0.66   114 |   OG101 | OB20964 |P 1 O Q R|
 2229637 | 17Bm04 Nov 23 21:00:31 17 | 17BP99 Sr0322_2  |  0:30:16.8  35:13:58 2000 |  30 | r | 1.04 | 0.63 0.65   112 |   OG101 | OB20964 |P 1 O Q R|
 2229638 | 17Bm04 Nov 23 21:02:52 17 | 17BP99 Sr0322_2  |  0:30:16.8  35:13:58 2000 | 100 | r | 1.04 | 0.66 0.67   367 |   OG101 | OB20964 |P 2 V Q R|
 2229639 | 17Bm04 Nov 23 21:05:25 17 | 17BP99 Sr0323_2  |  0:35:00.0  35:13:58 2000 | 111 | r | 1.04 | 0.66 0.68   402 |   OG101 | OB20967 |P 2 V Q R|
 2229640 | 17Bm04 Nov 23 21:08:38 17 | 17BP99 Sr0324_2  |  0:39:43.2  35:13:58 2000 | 151 | r | 1.04 | 0.60 0.62   552 |   OG101 | OB20970 |P 1 V Q R|
 2229641 | 17Bm04 Nov 23 21:12:05 17 | 17BP99 Sr0325_2  |  0:44:26.4  35:13:58 2000 | 166 | r | 1.04 | 0.65 0.67   606 |   OG101 | OB20973 |P 1 V Q R|
 2229642 | 17Bm04 Nov 23 21:15:20 17 | 17BP99 Sr0326_2  |  0:49:09.6  35:13:58 2000 | 153 | r | 1.04 | 0.68 0.69   559 |   OG101 | OB20976 |P 1 V Q R|
 2229643 | 17Bm04 Nov 23 21:18:43 17 | 17BP99 Sr0327_2  |  0:53:52.8  35:13:58 2000 | 161 | r | 1.04 | 0.72 0.73   589 |   OG101 | OB20979 |P 1 V Q R|
 2229644 | 17Bm04 Nov 23 21:22:01 17 | 17BP99 Sr0328_2  |  0:58:36.0  35:13:58 2000 | 157 | r | 1.04 | 0.73 0.74   578 |   OG101 | OB20982 |P 1 V Q R|
 2229645 | 17Bm04 Nov 23 21:25:24 17 | 17BP99 Sr0329_2  |  1:03:19.2  35:13:58 2000 | 161 | r | 1.04 | 0.75 0.76   590 |   OG104 | OB20985 |P 1 V Q R|
 2229646 | 17Bm04 Nov 23 21:28:51 17 | 17BP99 Sr0330_2  |  1:08:02.4  35:13:58 2000 | 166 | r | 1.04 | 0.74 0.76   643 |   OG104 | OB20988 |P 1 V Q R|
 2229647 | 17Bm04 Nov 23 21:32:20 17 | 17BP99 Sr0331_2  |  1:12:45.6  35:13:58 2000 | 167 | r | 1.04 | 0.76 0.77   632 |   OG104 | OB20991 |P 1 V Q R|
 2229648 | 17Bm04 Nov 23 21:36:17 17 | 17BP99 Sr0332_2  |  1:17:28.8  35:13:58 2000 | 196 | r | 1.04 | 0.77 0.78   726 |   OG104 | OB20994 |P 1 V Q R|
 2229649 | 17Bm04 Nov 23 21:40:01 17 | 17BP99 Sr0333_2  |  1:22:12.0  35:13:58 2000 | 182 | r | 1.04 | 0.62 0.65   670 |   OG104 | OB20997 |P 1 V Q R|
 2229650 | 17Bm04 Nov 23 21:43:53 17 | 17BP99 Sr0334_2  |  1:26:55.2  35:13:58 2000 | 191 | r | 1.04 | 0.63 0.65   696 |   OG104 | OB21000 |P 1 V Q R|
 2229651 | 17Bm04 Nov 23 21:47:07 17 | 17BP99 Sr0335_2  |  1:31:38.4  35:13:58 2000 | 152 | r | 1.04 | 0.68 0.68   550 |   OG104 | OB21003 |P 1 V Q R|
